LOCATION,INDICATOR,SUBJECT,MEASURE,FREQUENCY,TIME_OF_PROD,VALUE_PROD,Flag Codes
HRV,OILPROD,TOT,KTOE,A,2014,550.459,
HRV,OILPROD,TOT,KTOE,A,2015,629.822,
HRV,OILPROD,TOT,KTOE,A,2016,695.959,
HRV,OILPROD,TOT,KTOE,A,2017,701.046,
CYP,OILPROD,TOT,KTOE,A,2000,0,
CYP,OILPROD,TOT,KTOE,A,2001,0,
CYP,OILPROD,TOT,KTOE,A,2002,0,
CYP,OILPROD,TOT,KTOE,A,2003,0,
CYP,OILPROD,TOT,KTOE,A,2004,0,
CYP,OILPROD,TOT,KTOE,A,2005,0,
CYP,OILPROD,TOT,KTOE,A,2006,0,
CYP,OILPROD,TOT,KTOE,A,2007,0,
CYP,OILPROD,TOT,KTOE,A,2008,0,
CYP,OILPROD,TOT,KTOE,A,2009,0,
CYP,OILPROD,TOT,KTOE,A,2010,0,
CYP,OILPROD,TOT,KTOE,A,2011,0,
CYP,OILPROD,TOT,KTOE,A,2012,0,
CYP,OILPROD,TOT,KTOE,A,2013,0,
CYP,OILPROD,TOT,KTOE,A,2014,0,
CYP,OILPROD,TOT,KTOE,A,2015,0,
CYP,OILPROD,TOT,KTOE,A,2016,0,
CYP,OILPROD,TOT,KTOE,A,2017,0,
EGY,OILPROD,TOT,KTOE,A,2000,35283.741,
EGY,OILPROD,TOT,KTOE,A,2001,34202.714,
EGY,OILPROD,TOT,KTOE,A,2002,34048.282,
EGY,OILPROD,TOT,KTOE,A,2003,35040.916,
EGY,OILPROD,TOT,KTOE,A,2004,32705.126,
EGY,OILPROD,TOT,KTOE,A,2005,31571.267,
EGY,OILPROD,TOT,KTOE,A,2006,31303.042,
EGY,OILPROD,TOT,KTOE,A,2007,32101.621,
EGY,OILPROD,TOT,KTOE,A,2008,33965.985,
EGY,OILPROD,TOT,KTOE,A,2009,33210.079,
EGY,OILPROD,TOT,KTOE,A,2010,33841.017,
EGY,OILPROD,TOT,KTOE,A,2011,33221.255,
EGY,OILPROD,TOT,KTOE,A,2012,33463.064,
EGY,OILPROD,TOT,KTOE,A,2013,33535.2,
EGY,OILPROD,TOT,KTOE,A,2014,34226.082,
EGY,OILPROD,TOT,KTOE,A,2015,33726.209,
EGY,OILPROD,TOT,KTOE,A,2016,33360.448,
EGY,OILPROD,TOT,KTOE,A,2017,32087.396,
EST,OILPROD,TOT,KTOE,A,2000,0,
EST,OILPROD,TOT,KTOE,A,2001,0,
EST,OILPROD,TOT,KTOE,A,2002,0,
EST,OILPROD,TOT,KTOE,A,2003,0,
EST,OILPROD,TOT,KTOE,A,2004,0,
EST,OILPROD,TOT,KTOE,A,2005,0,
EST,OILPROD,TOT,KTOE,A,2006,0,
EST,OILPROD,TOT,KTOE,A,2007,0,
EST,OILPROD,TOT,KTOE,A,2008,0,
EST,OILPROD,TOT,KTOE,A,2009,0,
EST,OILPROD,TOT,KTOE,A,2010,0,
EST,OILPROD,TOT,KTOE,A,2011,0,
EST,OILPROD,TOT,KTOE,A,2012,0,
EST,OILPROD,TOT,KTOE,A,2013,0,
EST,OILPROD,TOT,KTOE,A,2014,0,
EST,OILPROD,TOT,KTOE,A,2015,0,
EST,OILPROD,TOT,KTOE,A,2016,0,
EST,OILPROD,TOT,KTOE,A,2017,0,
ETH,OILPROD,TOT,KTOE,A,2000,0,
ETH,OILPROD,TOT,KTOE,A,2001,0,
ETH,OILPROD,TOT,KTOE,A,2002,0,
ETH,OILPROD,TOT,KTOE,A,2003,0,
ETH,OILPROD,TOT,KTOE,A,2004,0,
ETH,OILPROD,TOT,KTOE,A,2005,0,
ETH,OILPROD,TOT,KTOE,A,2006,0,
ETH,OILPROD,TOT,KTOE,A,2007,0,
ETH,OILPROD,TOT,KTOE,A,2008,0,
ETH,OILPROD,TOT,KTOE,A,2009,0,
ETH,OILPROD,TOT,KTOE,A,2010,0,
ETH,OILPROD,TOT,KTOE,A,2011,0,
ETH,OILPROD,TOT,KTOE,A,2012,0,
ETH,OILPROD,TOT,KTOE,A,2013,0,
ETH,OILPROD,TOT,KTOE,A,2014,0,
ETH,OILPROD,TOT,KTOE,A,2015,0,
ETH,OILPROD,TOT,KTOE,A,2016,0,
ETH,OILPROD,TOT,KTOE,A,2017,0,
GEO,OILPROD,TOT,KTOE,A,2000,110.549,
GEO,OILPROD,TOT,KTOE,A,2001,99.494,
GEO,OILPROD,TOT,KTOE,A,2002,74.369,
GEO,OILPROD,TOT,KTOE,A,2003,140.699,
GEO,OILPROD,TOT,KTOE,A,2004,98.489,
GEO,OILPROD,TOT,KTOE,A,2005,67.334,
GEO,OILPROD,TOT,KTOE,A,2006,64.319,
GEO,OILPROD,TOT,KTOE,A,2007,57.285,
GEO,OILPROD,TOT,KTOE,A,2008,53.265,
GEO,OILPROD,TOT,KTOE,A,2009,51.255,
GEO,OILPROD,TOT,KTOE,A,2010,52.26,
GEO,OILPROD,TOT,KTOE,A,2011,51.255,
GEO,OILPROD,TOT,KTOE,A,2012,49.245,
GEO,OILPROD,TOT,KTOE,A,2013,48.24,
GEO,OILPROD,TOT,KTOE,A,2014,43.215,
GEO,OILPROD,TOT,KTOE,A,2015,40.2,
GEO,OILPROD,TOT,KTOE,A,2016,39.195,
GEO,OILPROD,TOT,KTOE,A,2017,39.195,
GHA,OILPROD,TOT,KTOE,A,2000,0,
GHA,OILPROD,TOT,KTOE,A,2001,0,
GHA,OILPROD,TOT,KTOE,A,2002,9.162,
GHA,OILPROD,TOT,KTOE,A,2003,10.18,
GHA,OILPROD,TOT,KTOE,A,2004,23.414,
GHA,OILPROD,TOT,KTOE,A,2005,12.216,
GHA,OILPROD,TOT,KTOE,A,2006,23.414,
GHA,OILPROD,TOT,KTOE,A,2007,27.486,
GHA,OILPROD,TOT,KTOE,A,2008,31.558,
GHA,OILPROD,TOT,KTOE,A,2009,25.45,
GHA,OILPROD,TOT,KTOE,A,2010,198.512,
GHA,OILPROD,TOT,KTOE,A,2011,3466.321,
GHA,OILPROD,TOT,KTOE,A,2012,4208.449,
GHA,OILPROD,TOT,KTOE,A,2013,5361.853,
GHA,OILPROD,TOT,KTOE,A,2014,5423.952,
GHA,OILPROD,TOT,KTOE,A,2015,5447.366,
GHA,OILPROD,TOT,KTOE,A,2016,4697.093,
GHA,OILPROD,TOT,KTOE,A,2017,8525.825,
HTI,OILPROD,TOT,KTOE,A,2000,0,
HTI,OILPROD,TOT,KTOE,A,2001,0,
HTI,OILPROD,TOT,KTOE,A,2002,0,
HTI,OILPROD,TOT,KTOE,A,2003,0,
HTI,OILPROD,TOT,KTOE,A,2004,0,
HTI,OILPROD,TOT,KTOE,A,2005,0,
HTI,OILPROD,TOT,KTOE,A,2006,0,
HTI,OILPROD,TOT,KTOE,A,2007,0,
HTI,OILPROD,TOT,KTOE,A,2008,0,
HTI,OILPROD,TOT,KTOE,A,2009,0,
HTI,OILPROD,TOT,KTOE,A,2010,0,
HTI,OILPROD,TOT,KTOE,A,2011,0,
HTI,OILPROD,TOT,KTOE,A,2012,0,
HTI,OILPROD,TOT,KTOE,A,2013,0,
HTI,OILPROD,TOT,KTOE,A,2014,0,
HTI,OILPROD,TOT,KTOE,A,2015,0,
HTI,OILPROD,TOT,KTOE,A,2016,0,
HTI,OILPROD,TOT,KTOE,A,2017,0,
HKG,OILPROD,TOT,KTOE,A,2000,0,
HKG,OILPROD,TOT,KTOE,A,2001,0,
HKG,OILPROD,TOT,KTOE,A,2002,0,
HKG,OILPROD,TOT,KTOE,A,2003,0,
HKG,OILPROD,TOT,KTOE,A,2004,0,
HKG,OILPROD,TOT,KTOE,A,2005,0,
HKG,OILPROD,TOT,KTOE,A,2006,0,
HKG,OILPROD,TOT,KTOE,A,2007,0,
HKG,OILPROD,TOT,KTOE,A,2008,0,
HKG,OILPROD,TOT,KTOE,A,2009,0,
HKG,OILPROD,TOT,KTOE,A,2010,0,
HKG,OILPROD,TOT,KTOE,A,2011,0,
HKG,OILPROD,TOT,KTOE,A,2012,0,
HKG,OILPROD,TOT,KTOE,A,2013,0,
HKG,OILPROD,TOT,KTOE,A,2014,0,
HKG,OILPROD,TOT,KTOE,A,2015,0,
HKG,OILPROD,TOT,KTOE,A,2016,0,
HKG,OILPROD,TOT,KTOE,A,2017,0,
IND,OILPROD,TOT,KTOE,A,2000,33139.298,
IND,OILPROD,TOT,KTOE,A,2001,32736.631,
IND,OILPROD,TOT,KTOE,A,2002,33768.848,
IND,OILPROD,TOT,KTOE,A,2003,34107.129,
IND,OILPROD,TOT,KTOE,A,2004,34728.504,
IND,OILPROD,TOT,KTOE,A,2005,32898.106,
IND,OILPROD,TOT,KTOE,A,2006,34735.658,
IND,OILPROD,TOT,KTOE,A,2007,34868.518,
IND,OILPROD,TOT,KTOE,A,2008,34245.099,
IND,OILPROD,TOT,KTOE,A,2009,34431.103,
IND,OILPROD,TOT,KTOE,A,2010,38512.962,
IND,OILPROD,TOT,KTOE,A,2011,38927.893,
IND,OILPROD,TOT,KTOE,A,2012,38694.877,
IND,OILPROD,TOT,KTOE,A,2013,38619.249,
IND,OILPROD,TOT,KTOE,A,2014,38285.056,
IND,OILPROD,TOT,KTOE,A,2015,37754.639,
IND,OILPROD,TOT,KTOE,A,2016,36801.115,
IND,OILPROD,TOT,KTOE,A,2017,36751.038,
IDN,OILPROD,TOT,KTOE,A,2000,70247.012,
IDN,OILPROD,TOT,KTOE,A,2001,66458.414,
IDN,OILPROD,TOT,KTOE,A,2002,61799.599,
IDN,OILPROD,TOT,KTOE,A,2003,56649.633,
IDN,OILPROD,TOT,KTOE,A,2004,53321.617,
IDN,OILPROD,TOT,KTOE,A,2005,52428.983,
IDN,OILPROD,TOT,KTOE,A,2006,49622.69,
IDN,OILPROD,TOT,KTOE,A,2007,47074.2,
IDN,OILPROD,TOT,KTOE,A,2008,48292.91,
IDN,OILPROD,TOT,KTOE,A,2009,46754.238,
IDN,OILPROD,TOT,KTOE,A,2010,46574.896,
IDN,OILPROD,TOT,KTOE,A,2011,44532.843,
IDN,OILPROD,TOT,KTOE,A,2012,42624.278,
IDN,OILPROD,TOT,KTOE,A,2013,40702.467,
IDN,OILPROD,TOT,KTOE,A,2014,38968.149,
IDN,OILPROD,TOT,KTOE,A,2015,38776.579,
IDN,OILPROD,TOT,KTOE,A,2016,41188.524,
IDN,OILPROD,TOT,KTOE,A,2017,39701.82,
IRN,OILPROD,TOT,KTOE,A,2000,196876.682,
IRN,OILPROD,TOT,KTOE,A,2001,187533.578,
IRN,OILPROD,TOT,KTOE,A,2002,184042.525,
IRN,OILPROD,TOT,KTOE,A,2003,201550.781,
IRN,OILPROD,TOT,KTOE,A,2004,202767.453,
IRN,OILPROD,TOT,KTOE,A,2005,212148.258,
IRN,OILPROD,TOT,KTOE,A,2006,214025.235,
IRN,OILPROD,TOT,KTOE,A,2007,216491.186,
IRN,OILPROD,TOT,KTOE,A,2008,212484.525,
IRN,OILPROD,TOT,KTOE,A,2009,199551.526,
IRN,OILPROD,TOT,KTOE,A,2010,200317.805,
IRN,OILPROD,TOT,KTOE,A,2011,198340.968,
IRN,OILPROD,TOT,KTOE,A,2012,144852.237,
IRN,OILPROD,TOT,KTOE,A,2013,143308.469,
IRN,OILPROD,TOT,KTOE,A,2014,142385.266,
IRN,OILPROD,TOT,KTOE,A,2015,142086.702,
IRN,OILPROD,TOT,KTOE,A,2016,190763.771,
IRN,OILPROD,TOT,KTOE,A,2017,204028.96,
ISR,OILPROD,TOT,KTOE,A,2000,4.064,
ISR,OILPROD,TOT,KTOE,A,2001,4.064,
ISR,OILPROD,TOT,KTOE,A,2002,5.08,
ISR,OILPROD,TOT,KTOE,A,2003,3.048,
ISR,OILPROD,TOT,KTOE,A,2004,2.032,
ISR,OILPROD,TOT,KTOE,A,2005,2.032,
ISR,OILPROD,TOT,KTOE,A,2006,7.112,
ISR,OILPROD,TOT,KTOE,A,2007,4.064,
ISR,OILPROD,TOT,KTOE,A,2008,6.096,
ISR,OILPROD,TOT,KTOE,A,2009,6.096,
ISR,OILPROD,TOT,KTOE,A,2010,4.064,
ISR,OILPROD,TOT,KTOE,A,2011,20.32,
ISR,OILPROD,TOT,KTOE,A,2012,12.192,
ISR,OILPROD,TOT,KTOE,A,2013,64.008,
ISR,OILPROD,TOT,KTOE,A,2014,83.312,
ISR,OILPROD,TOT,KTOE,A,2015,77.216,
ISR,OILPROD,TOT,KTOE,A,2016,116.84,
ISR,OILPROD,TOT,KTOE,A,2017,116.84,
KAZ,OILPROD,TOT,KTOE,A,2000,36104.291,
KAZ,OILPROD,TOT,KTOE,A,2001,40971.759,
KAZ,OILPROD,TOT,KTOE,A,2002,48330.154,
KAZ,OILPROD,TOT,KTOE,A,2003,52623.151,
KAZ,OILPROD,TOT,KTOE,A,2004,60911.458,
KAZ,OILPROD,TOT,KTOE,A,2005,63022.122,
KAZ,OILPROD,TOT,KTOE,A,2006,67187.057,
KAZ,OILPROD,TOT,KTOE,A,2007,68811.622,
KAZ,OILPROD,TOT,KTOE,A,2008,72428.154,
KAZ,OILPROD,TOT,KTOE,A,2009,78349.954,
KAZ,OILPROD,TOT,KTOE,A,2010,81585.316,
KAZ,OILPROD,TOT,KTOE,A,2011,81971.312,
KAZ,OILPROD,TOT,KTOE,A,2012,81165.431,
KAZ,OILPROD,TOT,KTOE,A,2013,83756.077,
KAZ,OILPROD,TOT,KTOE,A,2014,82771.94,
KAZ,OILPROD,TOT,KTOE,A,2015,81369.98,
KAZ,OILPROD,TOT,KTOE,A,2016,79910.672,
KAZ,OILPROD,TOT,KTOE,A,2017,74687.887,
LVA,OILPROD,TOT,KTOE,A,2000,0,
LVA,OILPROD,TOT,KTOE,A,2001,0,
LVA,OILPROD,TOT,KTOE,A,2002,0,
LVA,OILPROD,TOT,KTOE,A,2003,0,
LVA,OILPROD,TOT,KTOE,A,2004,0,
LVA,OILPROD,TOT,KTOE,A,2005,0,
LVA,OILPROD,TOT,KTOE,A,2006,0,
LVA,OILPROD,TOT,KTOE,A,2007,0,
LVA,OILPROD,TOT,KTOE,A,2008,0,
LVA,OILPROD,TOT,KTOE,A,2009,0,
LVA,OILPROD,TOT,KTOE,A,2010,0,
LVA,OILPROD,TOT,KTOE,A,2011,0,
LVA,OILPROD,TOT,KTOE,A,2012,0,
LVA,OILPROD,TOT,KTOE,A,2013,0,
LVA,OILPROD,TOT,KTOE,A,2014,0,
LVA,OILPROD,TOT,KTOE,A,2015,0,
LVA,OILPROD,TOT,KTOE,A,2016,0,
LVA,OILPROD,TOT,KTOE,A,2017,0,
LTU,OILPROD,TOT,KTOE,A,2000,315.94,
LTU,OILPROD,TOT,KTOE,A,2001,479.685,
LTU,OILPROD,TOT,KTOE,A,2002,442.002,
LTU,OILPROD,TOT,KTOE,A,2003,389.044,
LTU,OILPROD,TOT,KTOE,A,2004,307.569,
LTU,OILPROD,TOT,KTOE,A,2005,219.983,
LTU,OILPROD,TOT,KTOE,A,2006,184.337,
LTU,OILPROD,TOT,KTOE,A,2007,157.355,
LTU,OILPROD,TOT,KTOE,A,2008,130.788,
LTU,OILPROD,TOT,KTOE,A,2009,117.505,
LTU,OILPROD,TOT,KTOE,A,2010,117.505,
LTU,OILPROD,TOT,KTOE,A,2011,116.483,
LTU,OILPROD,TOT,KTOE,A,2012,104.222,
LTU,OILPROD,TOT,KTOE,A,2013,87.873,
LTU,OILPROD,TOT,KTOE,A,2014,83.786,
LTU,OILPROD,TOT,KTOE,A,2015,75.129,
LTU,OILPROD,TOT,KTOE,A,2016,64.691,
LTU,OILPROD,TOT,KTOE,A,2017,56.605,
MKD,OILPROD,TOT,KTOE,A,2000,0,
MKD,OILPROD,TOT,KTOE,A,2001,0,
MKD,OILPROD,TOT,KTOE,A,2002,0,
MKD,OILPROD,TOT,KTOE,A,2003,0,
MKD,OILPROD,TOT,KTOE,A,2004,0,
MKD,OILPROD,TOT,KTOE,A,2005,0,
MKD,OILPROD,TOT,KTOE,A,2006,0,
MKD,OILPROD,TOT,KTOE,A,2007,0,
MKD,OILPROD,TOT,KTOE,A,2008,0,
MKD,OILPROD,TOT,KTOE,A,2009,0,
MKD,OILPROD,TOT,KTOE,A,2010,0,
MKD,OILPROD,TOT,KTOE,A,2011,0,
MKD,OILPROD,TOT,KTOE,A,2012,0,
MKD,OILPROD,TOT,KTOE,A,2013,0,
MKD,OILPROD,TOT,KTOE,A,2014,0,
MKD,OILPROD,TOT,KTOE,A,2015,0,
MKD,OILPROD,TOT,KTOE,A,2016,0,
MKD,OILPROD,TOT,KTOE,A,2017,0,
MYS,OILPROD,TOT,KTOE,A,2000,30838.59,
MYS,OILPROD,TOT,KTOE,A,2001,32850.612,
MYS,OILPROD,TOT,KTOE,A,2002,34837.794,
MYS,OILPROD,TOT,KTOE,A,2003,37026.8,
MYS,OILPROD,TOT,KTOE,A,2004,38041.091,
MYS,OILPROD,TOT,KTOE,A,2005,36126.358,
MYS,OILPROD,TOT,KTOE,A,2006,34385.503,
MYS,OILPROD,TOT,KTOE,A,2007,33967.367,
MYS,OILPROD,TOT,KTOE,A,2008,34195.065,
MYS,OILPROD,TOT,KTOE,A,2009,32746.995,
MYS,OILPROD,TOT,KTOE,A,2010,32162.671,
MYS,OILPROD,TOT,KTOE,A,2011,28324.744,
MYS,OILPROD,TOT,KTOE,A,2012,29114.875,
MYS,OILPROD,TOT,KTOE,A,2013,28576.056,
MYS,OILPROD,TOT,KTOE,A,2014,29545.104,
MYS,OILPROD,TOT,KTOE,A,2015,32440.871,
MYS,OILPROD,TOT,KTOE,A,2016,33234.105,
MYS,OILPROD,TOT,KTOE,A,2017,32580.489,
MLT,OILPROD,TOT,KTOE,A,2000,0,
MLT,OILPROD,TOT,KTOE,A,2001,0,
MLT,OILPROD,TOT,KTOE,A,2002,0,
MLT,OILPROD,TOT,KTOE,A,2003,0,
MLT,OILPROD,TOT,KTOE,A,2004,0,
MLT,OILPROD,TOT,KTOE,A,2005,0,
MLT,OILPROD,TOT,KTOE,A,2006,0,
MLT,OILPROD,TOT,KTOE,A,2007,0,
MLT,OILPROD,TOT,KTOE,A,2008,0,
MLT,OILPROD,TOT,KTOE,A,2009,0,
MLT,OILPROD,TOT,KTOE,A,2010,0,
MLT,OILPROD,TOT,KTOE,A,2011,0,
MLT,OILPROD,TOT,KTOE,A,2012,0,
MLT,OILPROD,TOT,KTOE,A,2013,0,
MLT,OILPROD,TOT,KTOE,A,2014,0,
MLT,OILPROD,TOT,KTOE,A,2015,0,
MLT,OILPROD,TOT,KTOE,A,2016,0,
MLT,OILPROD,TOT,KTOE,A,2017,0,
MDA,OILPROD,TOT,KTOE,A,2000,0,
MDA,OILPROD,TOT,KTOE,A,2001,0,
MDA,OILPROD,TOT,KTOE,A,2002,0,
MDA,OILPROD,TOT,KTOE,A,2003,0,
MDA,OILPROD,TOT,KTOE,A,2004,8.04,
MDA,OILPROD,TOT,KTOE,A,2005,5.025,
MDA,OILPROD,TOT,KTOE,A,2006,4.02,
MDA,OILPROD,TOT,KTOE,A,2007,8.04,
MDA,OILPROD,TOT,KTOE,A,2008,15.075,
MDA,OILPROD,TOT,KTOE,A,2009,17.085,
MDA,OILPROD,TOT,KTOE,A,2010,11.055,
MDA,OILPROD,TOT,KTOE,A,2011,13.065,
MDA,OILPROD,TOT,KTOE,A,2012,11.055,
MDA,OILPROD,TOT,KTOE,A,2013,10.05,
MDA,OILPROD,TOT,KTOE,A,2014,8.04,
MDA,OILPROD,TOT,KTOE,A,2015,7.035,
MDA,OILPROD,TOT,KTOE,A,2016,6.03,
MDA,OILPROD,TOT,KTOE,A,2017,6.03,
MOZ,OILPROD,TOT,KTOE,A,2000,0,
MOZ,OILPROD,TOT,KTOE,A,2001,0,
MOZ,OILPROD,TOT,KTOE,A,2002,0,
MOZ,OILPROD,TOT,KTOE,A,2003,0,
MOZ,OILPROD,TOT,KTOE,A,2004,13.091,
MOZ,OILPROD,TOT,KTOE,A,2005,21.147,
MOZ,OILPROD,TOT,KTOE,A,2006,25.175,
MOZ,OILPROD,TOT,KTOE,A,2007,25.175,
MOZ,OILPROD,TOT,KTOE,A,2008,28.196,
MOZ,OILPROD,TOT,KTOE,A,2009,27.189,
MOZ,OILPROD,TOT,KTOE,A,2010,30.21,
MOZ,OILPROD,TOT,KTOE,A,2011,31.217,
MOZ,OILPROD,TOT,KTOE,A,2012,35.245,
MOZ,OILPROD,TOT,KTOE,A,2013,49.343,
MOZ,OILPROD,TOT,KTOE,A,2014,59.413,
MOZ,OILPROD,TOT,KTOE,A,2015,0,
MOZ,OILPROD,TOT,KTOE,A,2016,0,
MOZ,OILPROD,TOT,KTOE,A,2017,0,
NGA,OILPROD,TOT,KTOE,A,2000,112792.331,
NGA,OILPROD,TOT,KTOE,A,2001,117777.848,
NGA,OILPROD,TOT,KTOE,A,2002,100831.38,
NGA,OILPROD,TOT,KTOE,A,2003,114916,
NGA,OILPROD,TOT,KTOE,A,2004,123901.773,
NGA,OILPROD,TOT,KTOE,A,2005,125059.581,
NGA,OILPROD,TOT,KTOE,A,2006,118326.122,
NGA,OILPROD,TOT,KTOE,A,2007,109314.824,
NGA,OILPROD,TOT,KTOE,A,2008,104650.921,
NGA,OILPROD,TOT,KTOE,A,2009,106230.399,
NGA,OILPROD,TOT,KTOE,A,2010,121980.261,
NGA,OILPROD,TOT,KTOE,A,2011,117923.85,
NGA,OILPROD,TOT,KTOE,A,2012,116091.165,
NGA,OILPROD,TOT,KTOE,A,2013,108972.791,
NGA,OILPROD,TOT,KTOE,A,2014,108707.332,
NGA,OILPROD,TOT,KTOE,A,2015,105293.126,
NGA,OILPROD,TOT,KTOE,A,2016,91208.507,
NGA,OILPROD,TOT,KTOE,A,2017,94939.221,
PAK,OILPROD,TOT,KTOE,A,2000,2833.232,
PAK,OILPROD,TOT,KTOE,A,2001,3117.056,
PAK,OILPROD,TOT,KTOE,A,2002,3152.158,
PAK,OILPROD,TOT,KTOE,A,2003,3040.835,
PAK,OILPROD,TOT,KTOE,A,2004,3241.418,
PAK,OILPROD,TOT,KTOE,A,2005,3216.345,
PAK,OILPROD,TOT,KTOE,A,2006,3307.61,
PAK,OILPROD,TOT,KTOE,A,2007,3440.998,
PAK,OILPROD,TOT,KTOE,A,2008,3229.383,
PAK,OILPROD,TOT,KTOE,A,2009,3186.258,
PAK,OILPROD,TOT,KTOE,A,2010,3231.389,
PAK,OILPROD,TOT,KTOE,A,2011,3302.596,
PAK,OILPROD,TOT,KTOE,A,2012,3741.872,
PAK,OILPROD,TOT,KTOE,A,2013,4244.332,
PAK,OILPROD,TOT,KTOE,A,2014,4635.468,
PAK,OILPROD,TOT,KTOE,A,2015,4253.358,
PAK,OILPROD,TOT,KTOE,A,2016,4173.125,
PAK,OILPROD,TOT,KTOE,A,2017,3892.309,
PRY,OILPROD,TOT,KTOE,A,2000,0,
PRY,OILPROD,TOT,KTOE,A,2001,0,
PRY,OILPROD,TOT,KTOE,A,2002,0,
PRY,OILPROD,TOT,KTOE,A,2003,0,
PRY,OILPROD,TOT,KTOE,A,2004,0,
PRY,OILPROD,TOT,KTOE,A,2005,0,
PRY,OILPROD,TOT,KTOE,A,2006,0,
PRY,OILPROD,TOT,KTOE,A,2007,0,
PRY,OILPROD,TOT,KTOE,A,2008,0,
PRY,OILPROD,TOT,KTOE,A,2009,0,
PRY,OILPROD,TOT,KTOE,A,2010,0,
PRY,OILPROD,TOT,KTOE,A,2011,0,
PRY,OILPROD,TOT,KTOE,A,2012,0,
PRY,OILPROD,TOT,KTOE,A,2013,0,
PRY,OILPROD,TOT,KTOE,A,2014,0,
PRY,OILPROD,TOT,KTOE,A,2015,0,
PRY,OILPROD,TOT,KTOE,A,2016,0,
PRY,OILPROD,TOT,KTOE,A,2017,0,
PER,OILPROD,TOT,KTOE,A,2000,5121.309,
PER,OILPROD,TOT,KTOE,A,2001,5000.831,
PER,OILPROD,TOT,KTOE,A,2002,4784.38,
PER,OILPROD,TOT,KTOE,A,2003,4920.173,
PER,OILPROD,TOT,KTOE,A,2004,4216.708,
PER,OILPROD,TOT,KTOE,A,2005,3973.711,
PER,OILPROD,TOT,KTOE,A,2006,4084.999,
PER,OILPROD,TOT,KTOE,A,2007,4060.495,
PER,OILPROD,TOT,KTOE,A,2008,4043.138,
PER,OILPROD,TOT,KTOE,A,2009,3740.924,
PER,OILPROD,TOT,KTOE,A,2010,3669.454,
PER,OILPROD,TOT,KTOE,A,2011,3511.2,
PER,OILPROD,TOT,KTOE,A,2012,3374.387,
PER,OILPROD,TOT,KTOE,A,2013,3175.293,
PER,OILPROD,TOT,KTOE,A,2014,3498.948,
